1;19
2;22
3;22
4;17
5;18
6;25
7;25
8;17
9;24
10;25
11;24
12;24
13;15
14;21
15;22
16;15
17;18
18;18
19;13
20;20
21;27
22;27
23;19
24;26
25;27
26;24
27;24
28;15
29;21
30;22
31;21
32;24
33;24
34;19
35;19
36;26
37;26
38;18
39;25
40;26
41;25
42;25
43;16
44;22
45;23
